,year,survey,depth,num_cpue,accepted_name
7553,2020,SCS,86.87,264,Merluccius bilinearis
7554,2018,SCS,71.32,190,Merluccius bilinearis
7555,2016,SCS,44.81,208,Merluccius bilinearis
7556,2017,SCS,215.8,374,Merluccius bilinearis
7557,2019,SCS,74.07,42,Merluccius bilinearis
7558,2020,SCS,70.41,12,Merluccius bilinearis
7559,2018,SCS,89.61,104,Merluccius bilinearis
7560,2016,SCS,52.12,486,Merluccius bilinearis
7561,2017,SCS,171.91,134,Merluccius bilinearis
7562,2019,SCS,53.04,18,Merluccius bilinearis
7563,2020,SCS,124.36,64,Merluccius bilinearis
7564,2018,SCS,78.64,12.85714286,Merluccius bilinearis
7565,2016,SCS,75.9,45.51724138,Merluccius bilinearis
7566,2017,SCS,194.77,50,Merluccius bilinearis
7567,2019,SCS,60.35,4,Merluccius bilinearis
7568,2020,SCS,85.95,2,Merluccius bilinearis
7569,2018,SCS,47.55,366,Merluccius bilinearis
7570,2016,SCS,69.49,28,Merluccius bilinearis
7571,2017,SCS,252.37,432,Merluccius bilinearis
7572,2020,SCS,146.3,24,Merluccius bilinearis
7573,2016,SCS,85.95,554.2857143,Merluccius bilinearis
7574,2017,SCS,210.31,22,Merluccius bilinearis
7575,2019,SCS,71.32,2,Merluccius bilinearis
7576,2020,SCS,167.34,52,Merluccius bilinearis
7577,2018,SCS,80.47,142,Merluccius bilinearis
7578,2016,SCS,85.04,3244,Merluccius bilinearis
7579,2019,SCS,76.81,12,Merluccius bilinearis
7580,2020,SCS,188.37,208.8,Merluccius bilinearis
7581,2018,SCS,78.64,126,Merluccius bilinearis
7582,2016,SCS,98.76,1010,Merluccius bilinearis
7583,2017,SCS,216.71,244,Merluccius bilinearis
7584,2019,SCS,89.61,24,Merluccius bilinearis
7585,2020,SCS,173.74,404,Merluccius bilinearis
7586,2018,SCS,74.98,430,Merluccius bilinearis
7587,2016,SCS,88.7,1487.586207,Merluccius bilinearis
7588,2019,SCS,85.95,18,Merluccius bilinearis
7589,2020,SCS,194.77,364,Merluccius bilinearis
7590,2018,SCS,88.7,371.4285714,Merluccius bilinearis
7591,2016,SCS,194.77,146,Merluccius bilinearis
7592,2019,SCS,104.24,18,Merluccius bilinearis
7593,2020,SCS,108.81,610,Merluccius bilinearis
7594,2018,SCS,104.24,240,Merluccius bilinearis
7595,2016,SCS,192.02,250.3448276,Merluccius bilinearis
7596,2017,SCS,190.2,66,Merluccius bilinearis
7597,2019,SCS,104.24,92,Merluccius bilinearis
7598,2020,SCS,72.24,28,Merluccius bilinearis
7599,2018,SCS,137.16,3958,Merluccius bilinearis
7600,2016,SCS,145.39,1928,Merluccius bilinearis
7601,2019,SCS,133.5,14,Merluccius bilinearis
7602,2020,SCS,55.78,24,Merluccius bilinearis
7603,2018,SCS,74.98,1796,Merluccius bilinearis
7604,2016,SCS,151.79,2139,Merluccius bilinearis
7605,2017,SCS,269.75,152.9032258,Merluccius bilinearis
7606,2019,SCS,107.9,136,Merluccius bilinearis
7607,2020,SCS,117.96,26,Merluccius bilinearis
7608,2018,SCS,69.49,252,Merluccius bilinearis
7609,2016,SCS,149.96,294,Merluccius bilinearis
7610,2017,SCS,290.78,324,Merluccius bilinearis
7611,2019,SCS,190.2,172,Merluccius bilinearis
7612,2020,SCS,175.56,564,Merluccius bilinearis
7613,2018,SCS,164.59,132,Merluccius bilinearis
7614,2016,SCS,144.48,237.2727273,Merluccius bilinearis
7615,2017,SCS,314.55,10,Merluccius bilinearis
7616,2019,SCS,87.78,2,Merluccius bilinearis
7617,2018,SCS,194.77,37.24137931,Merluccius bilinearis
7618,2016,SCS,166.42,778,Merluccius bilinearis
7619,2017,SCS,321.87,22,Merluccius bilinearis
7620,2020,SCS,88.7,576,Merluccius bilinearis
7621,2018,SCS,163.68,14,Merluccius bilinearis
7622,2016,SCS,170.99,68,Merluccius bilinearis
7623,2017,SCS,263.35,37.24137931,Merluccius bilinearis
7624,2019,SCS,104.24,12,Merluccius bilinearis
7625,2020,SCS,102.41,256,Merluccius bilinearis
7626,2018,SCS,281.64,40,Merluccius bilinearis
7627,2016,SCS,113.39,306,Merluccius bilinearis
7628,2017,SCS,287.12,4,Merluccius bilinearis
7629,2019,SCS,157.28,0,Merluccius bilinearis
7630,2020,SCS,107.9,350,Merluccius bilinearis
7631,2018,SCS,213.06,34,Merluccius bilinearis
7632,2016,SCS,203,60,Merluccius bilinearis
7633,2017,SCS,170.08,14,Merluccius bilinearis
7634,2019,SCS,98.76,172,Merluccius bilinearis
7635,2020,SCS,125.27,168,Merluccius bilinearis
7636,2016,SCS,213.97,302.0689655,Merluccius bilinearis
7637,2017,SCS,65.84,210,Merluccius bilinearis
7638,2019,SCS,182.88,240,Merluccius bilinearis
7639,2020,SCS,76.81,480,Merluccius bilinearis
7640,2018,SCS,110.64,106,Merluccius bilinearis
7641,2016,SCS,181.97,48,Merluccius bilinearis
7642,2019,SCS,166.42,180,Merluccius bilinearis
7643,2020,SCS,107.9,162,Merluccius bilinearis
7644,2018,SCS,121.62,68,Merluccius bilinearis
7645,2016,SCS,185.62,86,Merluccius bilinearis
7646,2019,SCS,164.59,207,Merluccius bilinearis
7647,2020,SCS,89.61,172,Merluccius bilinearis
7648,2018,SCS,111.56,2,Merluccius bilinearis
7649,2016,SCS,215.8,487.7419355,Merluccius bilinearis
7650,2017,SCS,78.64,8,Merluccius bilinearis
7651,2019,SCS,157.28,130,Merluccius bilinearis
7652,2020,SCS,65.84,228.5714286,Merluccius bilinearis
7653,2018,SCS,77.72,2,Merluccius bilinearis
7654,2016,SCS,183.79,196,Merluccius bilinearis
7655,2017,SCS,76.81,6,Merluccius bilinearis
7656,2019,SCS,60.35,124,Merluccius bilinearis
7657,2020,SCS,51.21,446,Merluccius bilinearis
7658,2016,SCS,234.09,584,Merluccius bilinearis
7659,2017,SCS,69.49,2.068965517,Merluccius bilinearis
7660,2019,SCS,102.41,2,Merluccius bilinearis
7661,2020,SCS,53.95,153.6,Merluccius bilinearis
7662,2018,SCS,124.36,336,Merluccius bilinearis
7663,2016,SCS,183.79,18,Merluccius bilinearis
7664,2017,SCS,80.47,2,Merluccius bilinearis
7665,2019,SCS,95.1,24,Merluccius bilinearis
7666,2020,SCS,60.35,318,Merluccius bilinearis
7667,2018,SCS,241.4,56,Merluccius bilinearis
7668,2016,SCS,165.51,21.42857143,Merluccius bilinearis
7669,2017,SCS,95.1,38.70967742,Merluccius bilinearis
7670,2019,SCS,84.12,42,Merluccius bilinearis
7671,2018,SCS,135.33,4,Merluccius bilinearis
7672,2016,SCS,300.84,96,Merluccius bilinearis
7673,2017,SCS,129.84,22,Merluccius bilinearis
7674,2019,SCS,90.53,14,Merluccius bilinearis
7675,2020,SCS,59.44,986,Merluccius bilinearis
7676,2018,SCS,192.02,2,Merluccius bilinearis
7677,2016,SCS,69.49,8,Merluccius bilinearis
7678,2017,SCS,84.12,52,Merluccius bilinearis
7679,2020,SCS,55.78,686,Merluccius bilinearis
7680,2016,SCS,62.18,31.11111111,Merluccius bilinearis
7681,2017,SCS,120.7,136,Merluccius bilinearis
7682,2020,SCS,66.75,4472,Merluccius bilinearis
7683,2016,SCS,74.98,6,Merluccius bilinearis
7684,2017,SCS,100.58,68,Merluccius bilinearis
7685,2020,SCS,120.7,34,Merluccius bilinearis
7686,2016,SCS,80.47,8,Merluccius bilinearis
7687,2020,SCS,128.02,7888,Merluccius bilinearis
7688,2016,SCS,90.53,4,Merluccius bilinearis
7689,2019,SCS,99.67,50,Merluccius bilinearis
7690,2020,SCS,168.25,7866,Merluccius bilinearis
7691,2017,SCS,80.47,2,Merluccius bilinearis
7692,2019,SCS,104.24,96,Merluccius bilinearis
7693,2020,SCS,225.86,530,Merluccius bilinearis
7694,2016,SCS,128.02,62,Merluccius bilinearis
7695,2017,SCS,193.85,168.3870968,Merluccius bilinearis
7696,2020,SCS,196.6,432,Merluccius bilinearis
7697,2016,SCS,134.42,174,Merluccius bilinearis
7698,2017,SCS,184.71,10,Merluccius bilinearis
7699,2019,SCS,93.27,46,Merluccius bilinearis
7700,2020,SCS,192.02,148,Merluccius bilinearis
7701,2016,SCS,140.82,1128,Merluccius bilinearis
7702,2017,SCS,226.77,2,Merluccius bilinearis
7703,2019,SCS,95.1,4,Merluccius bilinearis
7704,2020,SCS,203,22,Merluccius bilinearis
7705,2016,SCS,156.36,1068,Merluccius bilinearis
7706,2017,SCS,173.74,194,Merluccius bilinearis
7707,2020,SCS,241.4,88,Merluccius bilinearis
7708,2016,SCS,126.19,110,Merluccius bilinearis
7709,2017,SCS,161.85,160,Merluccius bilinearis
7710,2016,SCS,175.56,304,Merluccius bilinearis
7711,2017,SCS,109.73,90,Merluccius bilinearis
7712,2020,SCS,337.41,30,Merluccius bilinearis
7713,2016,SCS,63.09,6,Merluccius bilinearis
7714,2019,SCS,111.56,10,Merluccius bilinearis
7715,2020,SCS,313.64,1926,Merluccius bilinearis
7716,2016,SCS,62.18,2,Merluccius bilinearis
7717,2017,SCS,67.67,18,Merluccius bilinearis
7718,2019,SCS,115.21,12,Merluccius bilinearis
7719,2020,SCS,223.11,854,Merluccius bilinearis
7720,2016,SCS,119.79,370,Merluccius bilinearis
7721,2017,SCS,78.64,2,Merluccius bilinearis
7722,2019,SCS,415.14,21.6,Merluccius bilinearis
7723,2020,SCS,265.18,50,Merluccius bilinearis
7724,2016,SCS,57.61,30,Merluccius bilinearis
7725,2019,SCS,336.5,66,Merluccius bilinearis
7726,2020,SCS,279.81,2,Merluccius bilinearis
7727,2019,SCS,115.21,50,Merluccius bilinearis
7728,2020,SCS,288.04,4,Merluccius bilinearis
7729,2017,SCS,89.61,10,Merluccius bilinearis
7730,2020,SCS,166.42,1044,Merluccius bilinearis
7731,2016,SCS,32.92,2,Merluccius bilinearis
7732,2017,SCS,89.61,8,Merluccius bilinearis
7733,2020,SCS,64.01,14,Merluccius bilinearis
7734,2020,SCS,65.84,66,Merluccius bilinearis
7735,2019,SCS,170.08,12,Merluccius bilinearis
7736,2020,SCS,72.24,8,Merluccius bilinearis
7737,2016,SCS,162.76,8,Merluccius bilinearis
7738,2019,SCS,197.51,4,Merluccius bilinearis
7739,2020,SCS,75.9,229.6551724,Merluccius bilinearis
7740,2016,SCS,138.07,2,Merluccius bilinearis
7741,2019,SCS,160.93,46,Merluccius bilinearis
7742,2020,SCS,82.3,44,Merluccius bilinearis
7743,2017,SCS,95.1,474,Merluccius bilinearis
7744,2020,SCS,76.81,160,Merluccius bilinearis
7745,2017,SCS,102.41,4,Merluccius bilinearis
7746,2020,SCS,93.27,582,Merluccius bilinearis
7747,2017,SCS,120.7,3741,Merluccius bilinearis
7748,2019,SCS,159.11,95.17241379,Merluccius bilinearis
7749,2020,SCS,88.7,52,Merluccius bilinearis
7750,2016,SCS,138.07,2,Merluccius bilinearis
7751,2017,SCS,131.67,118,Merluccius bilinearis
7752,2019,SCS,184.71,854,Merluccius bilinearis
7753,2016,SCS,161.85,2,Merluccius bilinearis
7754,2017,SCS,109.73,68,Merluccius bilinearis
7755,2019,SCS,215.8,728,Merluccius bilinearis
7756,2020,SCS,87.78,12,Merluccius bilinearis
7757,2019,SCS,256.03,1163.571429,Merluccius bilinearis
7758,2019,SCS,248.72,1944,Merluccius bilinearis
7759,2020,SCS,197.51,2,Merluccius bilinearis
7760,2017,SCS,188.37,382,Merluccius bilinearis
7761,2019,SCS,118.87,10,Merluccius bilinearis
7762,2020,SCS,111.56,130,Merluccius bilinearis
7763,2017,SCS,232.26,284,Merluccius bilinearis
7764,2019,SCS,120.7,310,Merluccius bilinearis
7765,2020,SCS,87.78,166,Merluccius bilinearis
7766,2017,SCS,113.39,10,Merluccius bilinearis
7767,2019,SCS,98.76,126,Merluccius bilinearis
7768,2020,SCS,93.27,2.857142857,Merluccius bilinearis
7769,2017,SCS,120.7,4,Merluccius bilinearis
7770,2019,SCS,80.47,46,Merluccius bilinearis
7771,2020,SCS,128.93,97.14285714,Merluccius bilinearis
7772,2016,SCS,164.59,11.42857143,Merluccius bilinearis
7773,2019,SCS,76.81,26,Merluccius bilinearis
7774,2020,SCS,112.47,24,Merluccius bilinearis
7775,2017,SCS,129.84,12,Merluccius bilinearis
7776,2019,SCS,113.39,4,Merluccius bilinearis
7777,2020,SCS,218.54,246,Merluccius bilinearis
7778,2019,SCS,175.56,2,Merluccius bilinearis
7779,2020,SCS,313.64,828,Merluccius bilinearis
7780,2020,SCS,117.04,72,Merluccius bilinearis
7781,2017,SCS,138.99,169.0909091,Merluccius bilinearis
7782,2019,SCS,287.12,15,Merluccius bilinearis
7783,2020,SCS,106.98,117.6923077,Merluccius bilinearis
7784,2016,SCS,131.67,2,Merluccius bilinearis
7785,2017,SCS,148.13,690,Merluccius bilinearis
7786,2019,SCS,424.28,4.8,Merluccius bilinearis
7787,2020,SCS,85.95,14.28571429,Merluccius bilinearis
7788,2017,SCS,153.62,2066,Merluccius bilinearis
7789,2019,SCS,206.65,218,Merluccius bilinearis
7790,2017,SCS,115.21,138,Merluccius bilinearis
7791,2019,SCS,111.56,8,Merluccius bilinearis
7792,2020,SCS,174.65,228,Merluccius bilinearis
7793,2019,SCS,104.24,10,Merluccius bilinearis
7794,2020,SCS,137.16,50,Merluccius bilinearis
7795,2016,SCS,214.88,2,Merluccius bilinearis
7796,2020,SCS,183.79,282,Merluccius bilinearis
7797,2019,SCS,203,28,Merluccius bilinearis
7798,2020,SCS,160.02,254,Merluccius bilinearis
7799,2016,SCS,214.88,16,Merluccius bilinearis
7800,2019,SCS,95.1,6,Merluccius bilinearis
7801,2020,SCS,154.53,142,Merluccius bilinearis
7802,2016,SCS,270.66,2,Merluccius bilinearis
7803,2017,SCS,120.7,16.55172414,Merluccius bilinearis
7804,2020,SCS,206.65,82.22222222,Merluccius bilinearis
7805,2017,SCS,197.51,88,Merluccius bilinearis
7806,2019,SCS,80.47,32,Merluccius bilinearis
7807,2020,SCS,95.1,380,Merluccius bilinearis
7808,2017,SCS,246.89,104,Merluccius bilinearis
7809,2019,SCS,102.41,22,Merluccius bilinearis
7810,2020,SCS,106.07,46,Merluccius bilinearis
7811,2016,SCS,142.65,2,Merluccius bilinearis
7812,2019,SCS,76.81,18,Merluccius bilinearis
7813,2020,SCS,44.81,76,Merluccius bilinearis
7814,2019,SCS,91.44,196,Merluccius bilinearis
7815,2020,SCS,238.66,112,Merluccius bilinearis
7816,2020,SCS,174.65,4,Merluccius bilinearis
7817,2019,SCS,49.38,22,Merluccius bilinearis
7818,2019,SCS,73.15,40,Merluccius bilinearis
7819,2020,SCS,114.3,2,Merluccius bilinearis
7820,2017,SCS,144.48,2,Merluccius bilinearis
7821,2019,SCS,87.78,16,Merluccius bilinearis
7822,2016,SCS,446.23,2,Merluccius bilinearis
7823,2019,SCS,69.49,40,Merluccius bilinearis
7824,2019,SCS,51.21,1768,Merluccius bilinearis
7825,2019,SCS,58.52,1184,Merluccius bilinearis
7826,2019,SCS,177.39,78,Merluccius bilinearis
7827,2020,SCS,146.3,4,Merluccius bilinearis
7828,2016,SCS,31.09,2,Merluccius bilinearis
7829,2019,SCS,95.1,42,Merluccius bilinearis
7830,2020,SCS,109.73,2,Merluccius bilinearis
7831,2016,SCS,32,2,Merluccius bilinearis
7832,2019,SCS,115.21,110,Merluccius bilinearis
7833,2020,SCS,132.59,8,Merluccius bilinearis
7834,2019,SCS,47.55,4,Merluccius bilinearis
7835,2019,SCS,58.52,2,Merluccius bilinearis
7836,2017,SCS,124.36,2,Merluccius bilinearis
7837,2019,SCS,31.09,194,Merluccius bilinearis
7838,2019,SCS,197.51,152,Merluccius bilinearis
7839,2019,SCS,133.5,186,Merluccius bilinearis
7840,2019,SCS,65.84,8,Merluccius bilinearis
7841,2020,SCS,456.29,6,Merluccius bilinearis
7842,2019,SCS,268.83,55.2,Merluccius bilinearis
7843,2020,SCS,307.24,8,Merluccius bilinearis
7844,2017,SCS,413.31,2,Merluccius bilinearis
7845,2019,SCS,226.77,64.44444444,Merluccius bilinearis
7846,2020,SCS,167.34,4,Merluccius bilinearis
7847,2016,SCS,176.48,16,Merluccius bilinearis
7848,2017,SCS,237.74,72,Merluccius bilinearis
7849,2019,SCS,157.28,1692,Merluccius bilinearis
7850,2019,SCS,150.88,388,Merluccius bilinearis
7851,2016,SCS,241.4,6,Merluccius bilinearis
7852,2017,SCS,177.39,24,Merluccius bilinearis
7853,2019,SCS,142.65,30,Merluccius bilinearis
7854,2017,SCS,352.96,4,Merluccius bilinearis
7855,2019,SCS,140.82,24,Merluccius bilinearis
7856,2017,SCS,151.79,2,Merluccius bilinearis
7857,2019,SCS,45.72,2,Merluccius bilinearis
7858,2020,SCS,422.45,2,Merluccius bilinearis
7859,2016,SCS,158.19,238,Merluccius bilinearis
7860,2019,SCS,40.23,6,Merluccius bilinearis
7861,2020,SCS,248.72,4,Merluccius bilinearis
7862,2016,SCS,222.2,306,Merluccius bilinearis
7863,2019,SCS,51.21,20,Merluccius bilinearis
7864,2016,SCS,130.76,212,Merluccius bilinearis
7865,2019,SCS,46.63,132,Merluccius bilinearis
7866,2020,SCS,210.31,24,Merluccius bilinearis
7867,2016,SCS,224.03,858,Merluccius bilinearis
7868,2017,SCS,449.88,2,Merluccius bilinearis
7869,2019,SCS,153.62,1850,Merluccius bilinearis
7870,2020,SCS,243.23,2,Merluccius bilinearis
7871,2016,SCS,156.36,18,Merluccius bilinearis
7872,2019,SCS,91.44,18,Merluccius bilinearis
7873,2016,SCS,144.48,38,Merluccius bilinearis
7874,2019,SCS,27.43,82,Merluccius bilinearis
7875,2020,SCS,287.12,6,Merluccius bilinearis
7876,2016,SCS,54.86,2,Merluccius bilinearis
7877,2017,SCS,299.92,4.8,Merluccius bilinearis
7878,2019,SCS,58.52,20,Merluccius bilinearis
7879,2020,SCS,214.88,24,Merluccius bilinearis
7880,2016,SCS,59.44,196,Merluccius bilinearis
7881,2019,SCS,64.01,12,Merluccius bilinearis
7882,2016,SCS,20.12,4689,Merluccius bilinearis
7883,2019,SCS,89.61,8,Merluccius bilinearis
7884,2016,SCS,53.04,1608,Merluccius bilinearis
7885,2017,SCS,95.1,2,Merluccius bilinearis
7886,2019,SCS,100.58,712,Merluccius bilinearis
7887,2017,SCS,67.67,2,Merluccius bilinearis
7888,2019,SCS,170.08,646,Merluccius bilinearis
7889,2020,SCS,405.99,2,Merluccius bilinearis
7890,2016,SCS,235,294,Merluccius bilinearis
7891,2019,SCS,168.25,450.9677419,Merluccius bilinearis
7892,2020,SCS,405.99,4,Merluccius bilinearis
7893,2016,SCS,224.94,1022,Merluccius bilinearis
7894,2016,SCS,189.28,290,Merluccius bilinearis
7895,2019,SCS,120.7,3990,Merluccius bilinearis
7896,2017,SCS,137.16,2,Merluccius bilinearis
7897,2019,SCS,149.96,524,Merluccius bilinearis
7898,2020,SCS,53.95,2,Merluccius bilinearis
7899,2016,SCS,97.84,2,Merluccius bilinearis
7900,2019,SCS,144.48,7.2,Merluccius bilinearis
7901,2017,SCS,60.35,2,Merluccius bilinearis
7902,2019,SCS,188.37,342,Merluccius bilinearis
7903,2020,SCS,191.11,31.42857143,Merluccius bilinearis
7904,2019,SCS,148.13,1564,Merluccius bilinearis
7905,2016,SCS,97.84,2,Merluccius bilinearis
7906,2019,SCS,155.45,396,Merluccius bilinearis
7907,2020,SCS,106.98,10,Merluccius bilinearis
7908,2016,SCS,160.93,1064,Merluccius bilinearis
7909,2019,SCS,149.96,978,Merluccius bilinearis
7910,2020,SCS,75.9,2.857142857,Merluccius bilinearis
7911,2019,SCS,107.9,334,Merluccius bilinearis
7912,2016,SCS,115.21,120,Merluccius bilinearis
7913,2017,SCS,177.39,540,Merluccius bilinearis
7914,2019,SCS,57.61,6,Merluccius bilinearis
7915,2020,SCS,62.18,4,Merluccius bilinearis
7916,2016,SCS,102.41,72,Merluccius bilinearis
7917,2017,SCS,138.99,390,Merluccius bilinearis
7918,2020,SCS,77.72,2,Merluccius bilinearis
7919,2016,SCS,85.95,10,Merluccius bilinearis
7920,2017,SCS,153.62,418,Merluccius bilinearis
7921,2019,SCS,237.74,8,Merluccius bilinearis
7922,2020,SCS,96.93,276,Merluccius bilinearis
7923,2016,SCS,109.73,682,Merluccius bilinearis
7924,2017,SCS,133.5,216,Merluccius bilinearis
7925,2019,SCS,215.8,16,Merluccius bilinearis
7926,2020,SCS,106.98,180,Merluccius bilinearis
7927,2016,SCS,109.73,50,Merluccius bilinearis
7928,2017,SCS,60.35,136,Merluccius bilinearis
7929,2019,SCS,155.45,6,Merluccius bilinearis
7930,2020,SCS,249.63,102,Merluccius bilinearis
7931,2017,SCS,25.6,2022,Merluccius bilinearis
7932,2019,SCS,107.9,2,Merluccius bilinearis
7933,2017,SCS,74.98,26,Merluccius bilinearis
7934,2016,SCS,109.73,6,Merluccius bilinearis
7935,2017,SCS,82.3,20.68965517,Merluccius bilinearis
7936,2016,SCS,110.64,150,Merluccius bilinearis
7937,2017,SCS,62.18,8,Merluccius bilinearis
7938,2016,SCS,132.59,136,Merluccius bilinearis
7939,2017,SCS,45.72,10,Merluccius bilinearis
7940,2020,SCS,58.52,50,Merluccius bilinearis
7941,2016,SCS,114.3,390,Merluccius bilinearis
7942,2017,SCS,32.92,124,Merluccius bilinearis
7943,2019,SCS,177.39,2,Merluccius bilinearis
7944,2020,SCS,47.55,14,Merluccius bilinearis
7945,2016,SCS,92.35,2,Merluccius bilinearis
7946,2017,SCS,47.55,264,Merluccius bilinearis
7947,2016,SCS,122.53,2,Merluccius bilinearis
7948,2017,SCS,71.32,434,Merluccius bilinearis
7949,2020,SCS,96.93,32,Merluccius bilinearis
7950,2016,SCS,232.26,54,Merluccius bilinearis
7951,2017,SCS,184.71,600,Merluccius bilinearis
7952,2017,SCS,54.86,28,Merluccius bilinearis
7953,2019,SCS,111.56,2,Merluccius bilinearis
7954,2016,SCS,187.45,6,Merluccius bilinearis
7955,2017,SCS,140.82,6,Merluccius bilinearis
7956,2017,SCS,248.72,134.4827586,Merluccius bilinearis
7957,2019,SCS,195.68,2,Merluccius bilinearis
7958,2016,SCS,141.73,22,Merluccius bilinearis
7959,2017,SCS,208.48,372,Merluccius bilinearis
7960,2019,SCS,224.94,44,Merluccius bilinearis
7961,2016,SCS,147.22,27.69230769,Merluccius bilinearis
7962,2017,SCS,122.53,336,Merluccius bilinearis
7963,2019,SCS,201.17,17.14285714,Merluccius bilinearis
7964,2016,SCS,145.39,8,Merluccius bilinearis
7965,2017,SCS,56.69,28,Merluccius bilinearis
7966,2016,SCS,93.27,4,Merluccius bilinearis
7967,2017,SCS,113.39,22,Merluccius bilinearis
7968,2016,SCS,273.41,264,Merluccius bilinearis
7969,2019,SCS,65.84,2,Merluccius bilinearis
7970,2016,SCS,400.51,148,Merluccius bilinearis
7971,2017,SCS,64.01,2,Merluccius bilinearis
7972,2016,SCS,152.7,1536,Merluccius bilinearis
7973,2017,SCS,53.04,2,Merluccius bilinearis
7974,2016,SCS,78.64,194,Merluccius bilinearis
7975,2017,SCS,60.35,8,Merluccius bilinearis
7976,2016,SCS,83.21,184,Merluccius bilinearis
7977,2017,SCS,100.58,514,Merluccius bilinearis
7978,2016,SCS,98.76,28,Merluccius bilinearis
7979,2017,SCS,204.83,156,Merluccius bilinearis
7980,2019,SCS,118.87,2,Merluccius bilinearis
7981,2016,SCS,87.78,4,Merluccius bilinearis
7982,2017,SCS,212.14,6,Merluccius bilinearis
7983,2016,SCS,69.49,4,Merluccius bilinearis
7984,2017,SCS,279.81,48,Merluccius bilinearis
7985,2019,SCS,164.59,25.71428571,Merluccius bilinearis
7986,2016,SCS,136.25,8,Merluccius bilinearis
7987,2017,SCS,102.41,16.55172414,Merluccius bilinearis
7988,2019,SCS,486.46,2,Merluccius bilinearis
7989,2016,SCS,138.99,320,Merluccius bilinearis
7990,2017,SCS,120.7,1328,Merluccius bilinearis
7991,2019,SCS,455.37,2,Merluccius bilinearis
7992,2016,SCS,139.9,1558,Merluccius bilinearis
7993,2017,SCS,38.4,392,Merluccius bilinearis
7994,2016,SCS,111.56,320,Merluccius bilinearis
7995,2017,SCS,58.52,12,Merluccius bilinearis
7996,2019,SCS,329.18,6,Merluccius bilinearis
7997,2016,SCS,140.82,3800,Merluccius bilinearis
7998,2017,SCS,58.52,160,Merluccius bilinearis
7999,2016,SCS,90.53,306,Merluccius bilinearis
8000,2017,SCS,69.49,46,Merluccius bilinearis
8001,2019,SCS,148.13,2.142857143,Merluccius bilinearis
8002,2016,SCS,37.49,446,Merluccius bilinearis
8003,2017,SCS,62.18,74,Merluccius bilinearis
8004,2016,SCS,52.12,12,Merluccius bilinearis
8005,2017,SCS,62.18,120,Merluccius bilinearis
8006,2016,SCS,52.12,28,Merluccius bilinearis
8007,2017,SCS,119.79,222,Merluccius bilinearis
8008,2016,SCS,60.35,58,Merluccius bilinearis
8009,2017,SCS,136.25,34,Merluccius bilinearis
8010,2019,SCS,261.52,8,Merluccius bilinearis
8011,2016,SCS,67.67,160,Merluccius bilinearis
8012,2019,SCS,371.25,2,Merluccius bilinearis
8013,2016,SCS,62.18,16,Merluccius bilinearis
8014,2019,SCS,329.18,8.275862069,Merluccius bilinearis
8015,2016,SCS,57.61,178,Merluccius bilinearis
8016,2017,SCS,96.01,6,Merluccius bilinearis
8017,2019,SCS,449.88,4.137931034,Merluccius bilinearis
8018,2016,SCS,46.63,2360,Merluccius bilinearis
8019,2016,SCS,64.01,168,Merluccius bilinearis
8020,2017,SCS,102.41,5.806451613,Merluccius bilinearis
8021,2016,SCS,226.77,60,Merluccius bilinearis
8022,2017,SCS,64.92,30,Merluccius bilinearis
8023,2016,SCS,470,15,Merluccius bilinearis
8024,2017,SCS,68.58,53.79310345,Merluccius bilinearis
8025,2016,SCS,53.04,4,Merluccius bilinearis
8026,2017,SCS,53.95,694,Merluccius bilinearis
8027,2016,SCS,44.81,2,Merluccius bilinearis
8028,2017,SCS,50.29,276,Merluccius bilinearis
8029,2016,SCS,166.42,130,Merluccius bilinearis
8030,2017,SCS,65.84,126,Merluccius bilinearis
8031,2019,SCS,193.85,2,Merluccius bilinearis
8032,2017,SCS,406.91,201.8181818,Merluccius bilinearis
8033,2016,SCS,213.97,18,Merluccius bilinearis
8034,2017,SCS,193.85,60,Merluccius bilinearis
8035,2016,SCS,90.53,48,Merluccius bilinearis
8036,2019,SCS,442.57,2,Merluccius bilinearis
8037,2016,SCS,41.15,38,Merluccius bilinearis
8038,2017,SCS,197.51,284,Merluccius bilinearis
8039,2019,SCS,301.75,169.6551724,Merluccius bilinearis
8040,2017,SCS,224.03,294,Merluccius bilinearis
8041,2016,SCS,301.75,20,Merluccius bilinearis
8042,2017,SCS,411.48,136,Merluccius bilinearis
8043,2016,SCS,140.82,424,Merluccius bilinearis
8044,2017,SCS,138.07,628,Merluccius bilinearis
8045,2016,SCS,185.62,966,Merluccius bilinearis
8046,2017,SCS,232.26,122,Merluccius bilinearis
8047,2019,SCS,135.33,4,Merluccius bilinearis
8048,2016,SCS,196.6,34,Merluccius bilinearis
8049,2017,SCS,131.67,376,Merluccius bilinearis
8050,2019,SCS,733.35,5.454545455,Merluccius bilinearis
8051,2016,SCS,399.59,6.428571429,Merluccius bilinearis
8052,2019,SCS,64.01,2,Merluccius bilinearis
8053,2016,SCS,95.1,8,Merluccius bilinearis
8054,2016,SCS,98.76,18,Merluccius bilinearis
8055,2019,SCS,58.52,2,Merluccius bilinearis
8056,2019,SCS,96.93,2.068965517,Merluccius bilinearis
8057,2019,SCS,195.68,92,Merluccius bilinearis
8058,2017,SCS,179.22,14,Merluccius bilinearis
8059,2019,SCS,179.22,104,Merluccius bilinearis
8060,2019,SCS,91.44,2130,Merluccius bilinearis
8061,2019,SCS,64.01,24,Merluccius bilinearis
